scope,metric,month,pearson_raw,months
Zambales-Luzon,volume_mt,2025-03-01,-0.6186840732812576,24
Zambales-Luzon,shipments,2025-04-01,-0.6351479939341091,24
Zambales-Luzon,volume_mt,2025-04-01,-0.6310985783274572,24
Zambales-Luzon,shipments,2025-05-01,-0.632025070485385,24
Zambales-Luzon,volume_mt,2025-05-01,-0.62936534427788,24
Zambales-Luzon,shipments,2025-06-01,-0.6348257435410736,24
Zambales-Luzon,volume_mt,2025-06-01,-0.6323375886063204,24
Zambales-Luzon,shipments,2025-07-01,-0.6661608164010018,24
Zambales-Luzon,volume_mt,2025-07-01,-0.6610434623052758,24
Zambales-Luzon,shipments,2025-08-01,-0.6515316093032926,24
Zambales-Luzon,volume_mt,2025-08-01,-0.6468937991743361,24
Zambales-Luzon,shipments,2025-09-01,-0.6793156923271412,24
Zambales-Luzon,volume_mt,2025-09-01,-0.6741731261925024,24
Zambales-Luzon,shipments,2025-10-01,-0.6670008186777554,24
Zambales-Luzon,volume_mt,2025-10-01,-0.662310165491399,24
Zambales-Luzon,shipments,2025-11-01,-0.6645359575971302,24
Zambales-Luzon,volume_mt,2025-11-01,-0.6605232693513081,24
Zambales-Luzon,shipments,2025-12-01,-0.6910234749047071,24
Zambales-Luzon,volume_mt,2025-12-01,-0.6859192389222347,24
Philippines weighted,shipments,2022-12-01,-0.5726703663772895,24
Philippines weighted,shipments,2023-01-01,-0.586041736972938,24
Philippines weighted,shipments,2023-02-01,-0.5645927252070129,24
Philippines weighted,shipments,2023-03-01,-0.5307034561765936,24
Philippines weighted,shipments,2023-04-01,-0.5215788237383849,24
Philippines weighted,shipments,2023-05-01,-0.5790595699798389,24
Philippines weighted,shipments,2023-06-01,-0.5754450171257983,24
Philippines weighted,shipments,2023-07-01,-0.5716949261319657,24
Philippines weighted,shipments,2023-08-01,-0.592628877540167,24
Philippines weighted,shipments,2023-09-01,-0.6082706229914656,24
Philippines weighted,shipments,2023-10-01,-0.6224360211122855,24
Philippines weighted,shipments,2023-11-01,-0.6186006123577164,24
Philippines weighted,shipments,2023-12-01,-0.5154894124962104,24
Philippines weighted,shipments,2024-01-01,-0.4805921557101201,24
Philippines weighted,shipments,2024-02-01,-0.4035217633749214,24
Philippines weighted,shipments,2024-03-01,-0.34940491076374736,24
Philippines weighted,shipments,2024-04-01,-0.41734127082729366,24
Philippines weighted,shipments,2024-05-01,-0.4485940104114479,24
Philippines weighted,shipments,2024-06-01,-0.42347801725121065,24
Philippines weighted,shipments,2024-07-01,-0.3856505529736966,24
Philippines weighted,shipments,2024-08-01,-0.39310467832244966,24
Philippines weighted,shipments,2024-09-01,-0.3835931266613007,24
Philippines weighted,shipments,2024-10-01,-0.4059257018774315,24
Philippines weighted,shipments,2024-11-01,-0.37004552303570004,24
Philippines weighted,shipments,2024-12-01,-0.3351572007723406,24
Philippines weighted,shipments,2025-01-01,-0.2744251556048234,24
Philippines weighted,shipments,2025-02-01,-0.2804865986295536,24
Philippines weighted,shipments,2025-03-01,-0.30054267441931837,24
Philippines weighted,shipments,2025-04-01,-0.33330692435387993,24
Philippines weighted,shipments,2025-05-01,-0.32446869233456027,24
Philippines weighted,shipments,2025-06-01,-0.2989239445681138,24
Philippines weighted,shipments,2025-07-01,-0.31872339973403585,24
Philippines weighted,shipments,2025-08-01,-0.2407024333788275,24
Philippines weighted,shipments,2025-09-01,-0.19447914843988912,24
Philippines weighted,shipments,2025-10-01,-0.18206503256491494,24
Philippines weighted,shipments,2025-11-01,-0.18432845934836448,24
Philippines weighted,shipments,2025-12-01,-0.18720913299422742,24
Philippines weighted,volume_mt,2022-12-01,-0.5676959196809599,24
Philippines weighted,volume_mt,2023-01-01,-0.5816942337981351,24
Philippines weighted,volume_mt,2023-02-01,-0.5607111855470645,24
Philippines weighted,volume_mt,2023-03-01,-0.5248379512655827,24
Philippines weighted,volume_mt,2023-04-01,-0.5141931384090874,24
Philippines weighted,volume_mt,2023-05-01,-0.5726193304241259,24
Philippines weighted,volume_mt,2023-06-01,-0.5687036685280139,24
Philippines weighted,volume_mt,2023-07-01,-0.5648466525666086,24
Philippines weighted,volume_mt,2023-08-01,-0.5851544484653477,24
Philippines weighted,volume_mt,2023-09-01,-0.6012512031905329,24
Philippines weighted,volume_mt,2023-10-01,-0.6146158325686657,24
Philippines weighted,volume_mt,2023-11-01,-0.6110549468571786,24
Philippines weighted,volume_mt,2023-12-01,-0.5082648178152568,24
Philippines weighted,volume_mt,2024-01-01,-0.4727774560930637,24
Philippines weighted,volume_mt,2024-02-01,-0.3950361938945966,24
Philippines weighted,volume_mt,2024-03-01,-0.33927223116393984,24
Philippines weighted,volume_mt,2024-04-01,-0.40766736776872176,24
Philippines weighted,volume_mt,2024-05-01,-0.43906744946864923,24
Philippines weighted,volume_mt,2024-06-01,-0.41271643772074945,24
Philippines weighted,volume_mt,2024-07-01,-0.37777602590129944,24
Philippines weighted,volume_mt,2024-08-01,-0.3853716525292231,24
Philippines weighted,volume_mt,2024-09-01,-0.3754298685090454,24
Philippines weighted,volume_mt,2024-10-01,-0.3987130878413724,24
Philippines weighted,volume_mt,2024-11-01,-0.3616428926330845,24
Philippines weighted,volume_mt,2024-12-01,-0.32872250394344316,24
Philippines weighted,volume_mt,2025-01-01,-0.26556638605415994,24
Philippines weighted,volume_mt,2025-02-01,-0.27477458478866107,24
Philippines weighted,volume_mt,2025-03-01,-0.2954055364273631,24
Philippines weighted,volume_mt,2025-04-01,-0.3292491881811872,24
Philippines weighted,volume_mt,2025-05-01,-0.32021359879745753,24
Philippines weighted,volume_mt,2025-06-01,-0.2950990407251919,24
Philippines weighted,volume_mt,2025-07-01,-0.3143747946905864,24
Philippines weighted,volume_mt,2025-08-01,-0.2355404116439341,24
Philippines weighted,volume_mt,2025-09-01,-0.18750742888964753,24
Philippines weighted,volume_mt,2025-10-01,-0.17687353968085268,24
Philippines weighted,volume_mt,2025-11-01,-0.18378443770273495,24
Philippines weighted,volume_mt,2025-12-01,-0.18587592276411732,24
