scope,metric,week_start,pearson_raw,weeks
Surigao-Dinagat-Caraga,shipments,2024-11-25,-0.11189914615565943,52
Surigao-Dinagat-Caraga,volume_mt,2024-11-25,-0.11047810269159826,52
Surigao-Dinagat-Caraga,shipments,2024-12-02,-0.11329939493230042,52
Surigao-Dinagat-Caraga,volume_mt,2024-12-02,-0.111917587085395,52
Surigao-Dinagat-Caraga,shipments,2024-12-09,-0.11509037926376131,52
Surigao-Dinagat-Caraga,volume_mt,2024-12-09,-0.11367065017939147,52
Surigao-Dinagat-Caraga,shipments,2024-12-16,-0.1432201476412852,52
Surigao-Dinagat-Caraga,volume_mt,2024-12-16,-0.14080286773655035,52
Surigao-Dinagat-Caraga,shipments,2024-12-23,-0.16721254287272647,52
Surigao-Dinagat-Caraga,volume_mt,2024-12-23,-0.1645910055312066,52
Surigao-Dinagat-Caraga,shipments,2024-12-30,-0.17707834508404874,52
Surigao-Dinagat-Caraga,volume_mt,2024-12-30,-0.17342453458942805,52
Surigao-Dinagat-Caraga,shipments,2025-01-06,-0.19067452067972324,52
Surigao-Dinagat-Caraga,volume_mt,2025-01-06,-0.18674641009451395,52
Surigao-Dinagat-Caraga,shipments,2025-01-13,-0.1638810391995361,52
Surigao-Dinagat-Caraga,volume_mt,2025-01-13,-0.16031535006594955,52
Surigao-Dinagat-Caraga,shipments,2025-01-20,-0.16856624664670541,52
Surigao-Dinagat-Caraga,volume_mt,2025-01-20,-0.1652548133416904,52
Surigao-Dinagat-Caraga,shipments,2025-01-27,-0.13293574819900142,52
Surigao-Dinagat-Caraga,volume_mt,2025-01-27,-0.13099403338572746,52
Surigao-Dinagat-Caraga,shipments,2025-02-03,-0.19270600312759315,52
Surigao-Dinagat-Caraga,volume_mt,2025-02-03,-0.18932266585536345,52
Surigao-Dinagat-Caraga,shipments,2025-02-10,-0.20530584040046645,52
Surigao-Dinagat-Caraga,volume_mt,2025-02-10,-0.20164203684318327,52
Surigao-Dinagat-Caraga,shipments,2025-02-17,-0.21619001078422145,52
Surigao-Dinagat-Caraga,volume_mt,2025-02-17,-0.21598277360624996,52
Surigao-Dinagat-Caraga,shipments,2025-02-24,-0.25411013518612957,52
Surigao-Dinagat-Caraga,volume_mt,2025-02-24,-0.25454433149823574,52
Surigao-Dinagat-Caraga,shipments,2025-03-03,-0.26545336270237335,52
Surigao-Dinagat-Caraga,volume_mt,2025-03-03,-0.2658104043377866,52
Surigao-Dinagat-Caraga,shipments,2025-03-10,-0.26279965488479523,52
Surigao-Dinagat-Caraga,volume_mt,2025-03-10,-0.2643705812826732,52
Surigao-Dinagat-Caraga,shipments,2025-03-17,-0.29316968362977147,52
Surigao-Dinagat-Caraga,volume_mt,2025-03-17,-0.29509139043350935,52
Surigao-Dinagat-Caraga,shipments,2025-03-24,-0.30233035102626393,52
Surigao-Dinagat-Caraga,volume_mt,2025-03-24,-0.3041656140812299,52
Surigao-Dinagat-Caraga,shipments,2025-03-31,-0.31312016537717813,52
Surigao-Dinagat-Caraga,volume_mt,2025-03-31,-0.31562908732244305,52
Surigao-Dinagat-Caraga,shipments,2025-04-07,-0.314908237678337,52
Surigao-Dinagat-Caraga,volume_mt,2025-04-07,-0.3179848584447202,52
Surigao-Dinagat-Caraga,shipments,2025-04-14,-0.311502872602518,52
Surigao-Dinagat-Caraga,volume_mt,2025-04-14,-0.3146892442086347,52
Surigao-Dinagat-Caraga,shipments,2025-04-21,-0.3045364781618858,52
